latitud,longitud,victimas,genero,franja_horaria,fecha
-34.61099738,-58.36726348,1.0,1,17,2018-07-10
-34.68454456,-58.48267426,1.0,1,13,2018-07-11
-34.65168841,-58.39546165,1.0,0,15,2018-07-11
-34.63376545,-58.46941984,1.0,1,6,2018-07-14
-34.58129246,-58.40367321,1.0,1,7,2018-07-15
-34.65014993,-58.52932872,1.0,1,9,2018-07-16
-34.62126274,-58.40917826,1.0,1,23,2018-07-16
-34.59473294,-58.41264127,1.0,1,6,2018-07-21
-34.66977709,-58.50877521,1.0,1,7,2018-07-23
-34.65903530,-58.51232237,1.0,1,22,2018-07-25
-34.64567171,-58.44744156,1.0,1,6,2018-07-29
-34.65869968,-58.49441273,1.0,0,15,2018-08-01
-34.69153196,-58.47976785,1.0,1,5,2018-08-02
-34.62260331,-58.36523349,1.0,1,7,2018-08-03
-34.62704273,-58.39118948,2.0,0,18,2018-08-03
-34.62704273,-58.39118948,2.0,1,18,2018-08-03
-34.65015854,-58.49019551,1.0,1,21,2018-08-10
-34.63023775,-58.41644362,1.0,1,19,2018-08-15
-34.54979510,-58.50073810,1.0,1,16,2018-08-17
-34.63036565,-58.39626094,1.0,1,17,2018-08-17
-34.67051543,-58.43284809,1.0,1,10,2018-08-18
-34.63659934,-58.52280139,1.0,0,18,2018-08-19
-34.59774487,-58.42336930,1.0,1,8,2018-08-20
-34.63105973,-58.38691681,1.0,1,8,2018-08-20
-34.58579880,-58.41169020,1.0,1,5,2018-08-23
-34.65117757,-58.46739825,1.0,0,0,2018-08-26
-34.67152226,-58.44483258,1.0,1,22,2018-08-31
-34.66128115,-58.43254025,1.0,0,10,2018-09-02
-34.69640164,-58.47199387,2.0,1,5,2018-09-09
-34.69640164,-58.47199387,2.0,1,5,2018-09-09
-34.62925068,-58.46411215,1.0,1,14,2018-09-12
-34.62367156,-58.36217754,1.0,0,10,2018-09-20
-34.54073130,-58.48098594,1.0,1,0,2018-09-21
-34.64640709,-58.41083404,1.0,1,0,2018-09-21
-34.64446729,-58.44609828,1.0,1,17,2018-09-27
-34.64035082,-58.37709334,1.0,1,8,2018-10-01
-34.63070603,-58.46963952,1.0,0,18,2018-10-03
-34.55161027,-58.43674281,1.0,1,22,2018-10-04
-34.61011987,-58.40596860,1.0,0,14,2018-10-06
-34.60463618,-58.36154069,1.0,1,14,2018-10-09
-34.60066507,-58.37062179,1.0,1,22,2018-10-10
-34.60207186,-58.43220014,1.0,1,3,2018-10-13
-34.64949724,-58.46958442,1.0,1,12,2018-10-19
-34.59970903,-58.44671397,1.0,0,9,2018-10-24
-34.61474911,-58.47152163,1.0,1,11,2018-10-25
-34.61807951,-58.39032921,1.0,1,2,2018-10-30
-34.64297861,-58.52887773,1.0,1,12,2018-10-31
-34.67981324,-58.49371157,1.0,1,10,2018-11-01
-34.66012327,-58.48266599,1.0,1,8,2018-11-04
-34.60774301,-58.40612253,1.0,0,14,2018-11-05
-34.66292532,-58.43613623,1.0,0,22,2018-11-05
-34.57208238,-58.48250732,1.0,0,13,2018-11-09
-34.63743280,-58.49945705,1.0,0,16,2018-11-09
-34.67233407,-58.47743966,1.0,1,1,2018-11-12
-34.67450313,-58.50251790,1.0,1,3,2018-11-12
-34.63682499,-58.52144411,1.0,1,19,2018-11-15
-34.65084045,-58.41650465,1.0,1,21,2018-11-16
-34.64055918,-58.52994219,1.0,1,12,2018-11-18
-34.56919739,-58.50993046,1.0,1,9,2018-11-19
-34.64592873,-58.52844623,2.0,1,4,2018-11-25
-34.64592873,-58.52844623,2.0,0,4,2018-11-25
-34.58695347,-58.45021367,1.0,1,4,2018-11-28
-34.62770192,-58.49022072,1.0,1,3,2018-12-03
-34.60106568,-58.36860866,1.0,1,19,2018-12-07
-34.57241534,-58.39490504,1.0,1,8,2018-12-12
-34.63070603,-58.46963952,1.0,0,14,2018-12-12
-34.64019887,-58.42349365,1.0,1,21,2018-12-12
-34.61265002,-58.37471802,1.0,1,14,2018-12-18
-34.62913916,-58.46438789,1.0,0,15,2018-12-18
-34.61100424,-58.38481975,1.0,1,20,2018-12-18
-34.62073702,-58.50751833,1.0,0,9,2018-12-21
-34.63888084,-58.44682986,1.0,1,6,2018-12-22
-34.61381341,-58.36004650,1.0,1,8,2018-12-22
-34.62085945,-58.41509546,1.0,1,17,2018-12-22
-34.57251072,-58.50997604,1.0,1,13,2018-12-25
-34.64047818,-58.48606475,1.0,1,5,2018-12-29
-34.57805810,-58.38526125,1.0,1,8,2019-01-08
-34.65082149,-58.45463662,1.0,1,4,2019-01-09
-34.59718073,-58.49121672,1.0,1,8,2019-01-12
-34.65284605,-58.47325712,1.0,1,19,2019-01-14
-34.63382309,-58.52108101,1.0,1,12,2019-01-19
-34.55509606,-58.41652702,1.0,0,5,2019-01-23
-34.61071660,-58.42891604,1.0,1,19,2019-01-26
-34.69156793,-58.47802293,1.0,1,22,2019-01-30
-34.62200207,-58.37564821,1.0,1,14,2019-01-31
-34.56961468,-58.42668489,2.0,1,7,2019-02-02
-34.56961468,-58.42668489,2.0,1,7,2019-02-02
-34.66252488,-58.51839930,1.0,1,1,2019-02-10
-34.67665828,-58.48432691,1.0,1,3,2019-02-17
-34.64457699,-58.43383830,1.0,1,7,2019-02-20
-34.58657938,-58.51664939,1.0,1,17,2019-02-20
-34.59703502,-58.49613012,1.0,1,6,2019-02-23
-34.63356284,-58.38313603,1.0,1,2,2019-02-24
-34.61632317,-58.39914719,1.0,1,7,2019-03-03
-34.54048625,-58.44927253,1.0,0,23,2019-03-03
-34.55374003,-58.45049163,1.0,1,12,2019-03-06
-34.63572989,-58.41288952,1.0,1,21,2019-03-07
-34.62561234,-58.45743597,1.0,1,22,2019-03-15
-34.62352245,-58.39123782,1.0,1,0,2019-03-15
-34.63637963,-58.52922765,1.0,1,8,2019-03-16
-34.58541957,-58.37208118,1.0,1,7,2019-03-19
-34.60937557,-58.41458534,1.0,1,13,2019-03-22
-34.69153196,-58.47976785,1.0,1,7,2019-03-28
-34.59511714,-58.39990285,1.0,1,11,2019-03-28
-34.60588536,-58.46051346,1.0,0,9,2019-04-06
-34.69153196,-58.47976785,1.0,1,10,2019-04-07
-34.62447891,-58.45457546,1.0,1,16,2019-04-09
-34.59832047,-58.36951669,1.0,1,19,2019-04-12
-34.60443790,-58.46415322,1.0,0,11,2019-04-16
-34.62150748,-58.36607137,1.0,1,1,2019-04-18
-34.65093074,-58.45537373,1.0,1,9,2019-04-21
-34.60053054,-58.37942637,1.0,0,14,2019-04-23
-34.62147504,-58.43680440,1.0,1,22,2019-04-26
-34.61971907,-58.40778291,1.0,1,23,2019-05-01
-34.54628513,-58.45212523,1.0,0,14,2019-05-04
-34.61520391,-58.50512382,1.0,0,11,2019-05-05
-34.63551751,-58.46749188,1.0,1,3,2019-05-09
-34.63679732,-58.44263580,1.0,1,12,2019-05-09
-34.65846419,-58.51140289,1.0,0,20,2019-05-11
-34.62465368,-58.38211431,1.0,1,15,2019-05-14
-34.59832047,-58.36951669,1.0,0,9,2019-05-21
-34.62036547,-58.41635217,1.0,0,12,2019-05-27
-34.57579669,-58.41316147,1.0,1,7,2019-06-03
-34.53825652,-58.47617802,1.0,0,9,2019-06-04
-34.63330028,-58.38641783,1.0,1,10,2019-06-06
-34.62038137,-58.45322169,1.0,1,7,2019-06-07
-34.56166498,-58.45849057,1.0,0,9,2019-06-08
-34.59411677,-58.41829559,1.0,1,23,2019-06-08
-34.63832093,-58.36376488,1.0,1,10,2019-06-11
-34.66004784,-58.46442668,1.0,1,17,2019-06-14
-34.58428769,-58.48222035,1.0,1,3,2019-06-20
-34.60283208,-58.36819005,1.0,1,19,2019-06-20
-34.62330939,-58.45877601,1.0,0,17,2019-06-29
-34.55760517,-58.44196498,1.0,0,19,2019-07-05
-34.63627822,-58.50622631,1.0,1,9,2019-07-10
-34.63099197,-58.38410880,1.0,1,22,2019-07-13
-34.63504312,-58.48100602,1.0,0,11,2019-07-17
-34.55781320,-58.45200171,1.0,0,18,2019-07-17
-34.56201105,-58.44462132,1.0,0,23,2019-08-01
-34.58711712,-58.45220688,1.0,1,1,2019-08-04
-34.62245140,-58.45962210,1.0,1,3,2019-08-06
-34.65414867,-58.41970850,1.0,0,16,2019-08-08
-34.64938031,-58.44187596,1.0,1,21,2019-08-11
-34.64276621,-58.49101637,1.0,1,15,2019-08-14
-34.66256502,-58.42493829,1.0,1,17,2019-08-14
-34.62930162,-58.40489318,1.0,1,5,2019-08-17
-34.59217875,-58.42686680,1.0,1,12,2019-08-22
-34.65620398,-58.47961100,1.0,1,11,2019-08-27
-34.63524207,-58.47439934,1.0,1,6,2019-08-28
-34.57926018,-58.46711912,1.0,1,1,2019-08-29
-34.53465378,-58.46514781,1.0,1,9,2019-08-29
-34.65584079,-58.37571078,1.0,1,23,2019-08-30
-34.65429986,-58.37157668,1.0,0,18,2019-09-05
-34.58070186,-58.39811256,1.0,0,3,2019-09-08
-34.65417740,-58.41125934,1.0,0,8,2019-09-12
-34.61866836,-58.41822901,1.0,1,5,2019-09-17
-34.53825652,-58.47617802,1.0,1,18,2019-09-17
-34.58623761,-58.46141281,1.0,1,16,2019-09-23
-34.66119740,-58.42985146,1.0,1,7,2019-09-25
-34.65839090,-58.48457413,1.0,1,8,2019-09-26
-34.63628186,-58.46572884,1.0,0,11,2019-09-27
-34.63419130,-58.49261744,1.0,1,22,2019-10-09
-34.58841560,-58.45283186,1.0,1,14,2019-10-15
-34.57418656,-58.47973681,1.0,1,21,2019-10-21
-34.65076549,-58.40623949,1.0,1,20,2019-10-22
-34.63107887,-58.36244648,1.0,0,15,2019-10-23
-34.64868027,-58.49962423,1.0,1,18,2019-10-24
-34.59559816,-58.44551437,1.0,1,20,2019-11-01
-34.63420319,-58.35608181,1.0,1,10,2019-11-03
-34.60907662,-58.46483679,1.0,1,11,2019-11-13
-34.59724326,-58.44368628,1.0,0,14,2019-11-18
-34.62907067,-58.37864583,1.0,1,15,2019-11-20
-34.62726382,-58.37560352,1.0,1,19,2019-11-22
-34.64815069,-58.47721439,1.0,0,8,2019-11-25
-34.58984288,-58.45134029,1.0,0,14,2019-11-25
-34.58368803,-58.49040794,1.0,1,17,2019-12-05
-34.64991178,-58.42102679,1.0,1,4,2019-12-17
-34.64143926,-58.52219407,1.0,1,14,2019-12-17
-34.59471640,-58.52169422,1.0,1,16,2019-12-18
-34.63206174,-58.47460416,1.0,0,4,2019-12-21
-34.59213355,-58.43910409,1.0,0,10,2020-01-04
-34.64646409,-58.45019436,1.0,1,20,2020-01-05
-34.60927582,-58.39337644,1.0,1,6,2020-01-11
-34.60919284,-58.39055614,1.0,1,21,2020-01-14
-34.62477021,-58.41036975,1.0,1,6,2020-01-14
-34.65412546,-58.44925765,1.0,1,12,2020-01-20
-34.61648696,-58.38156850,1.0,1,0,2020-01-27
-34.59804521,-58.40662899,1.0,1,7,2020-01-30
-34.60600850,-58.41985649,1.0,1,14,2020-02-04
-34.62214953,-58.38099833,1.0,1,5,2020-02-08
-34.61823178,-58.41803309,1.0,1,11,2020-02-12
-34.61783553,-58.40604003,1.0,0,21,2020-02-18
-34.57994061,-58.47549929,1.0,0,12,2020-02-20
-34.61600366,-58.51398484,1.0,1,2,2020-02-27
-34.62519403,-58.36797542,1.0,1,14,2020-02-28
-34.59879316,-58.37133616,1.0,1,13,2020-02-29
-34.61413568,-58.39613805,1.0,1,23,2020-03-05
-34.54200276,-58.44903073,1.0,1,14,2020-03-09
-34.62846670,-58.41972364,1.0,0,21,2020-03-10
-34.60557123,-58.40571596,1.0,0,17,2020-03-13
-34.59488319,-58.41451590,1.0,0,16,2020-03-14
-34.66245085,-58.47297505,1.0,1,6,2020-04-07
-34.63695178,-58.35791192,1.0,1,18,2020-04-09
-34.65177305,-58.50801713,1.0,1,7,2020-04-24
-34.60975108,-58.40258477,1.0,1,5,2020-05-12
.,.,1.0,1,6,2020-05-17
-34.68454456,-58.48267426,1.0,1,8,2020-05-18
-34.60221948,-58.44248936,1.0,1,10,2020-05-19
-34.63886726,-58.52909134,1.0,1,14,2020-06-10
-34.60646580,-58.45158942,1.0,1,15,2020-06-16
-34.65788529,-58.49344309,1.0,1,8,2020-06-30
-34.59635137,-58.44259166,1.0,1,23,2020-07-10
-34.53476874,-58.46743471,1.0,1,6,2020-07-19
-34.60922259,-58.41178158,1.0,0,3,2020-08-02
-34.63638927,-58.45068621,1.0,1,5,2020-08-04
-34.58778790,-58.42016954,1.0,1,18,2020-08-07
-34.65554754,-58.43850413,1.0,1,4,2020-08-29
-34.58345898,-58.40617526,2.0,1,4,2020-08-30
-34.58345898,-58.40617526,2.0,1,4,2020-08-30
.,.,1.0,1,19,2020-09-01
-34.57805810,-58.38526125,1.0,1,3,2020-09-12
-34.63491705,-58.44750470,1.0,1,1,2020-09-28
-34.68192648,-58.46745752,1.0,0,17,2020-09-29
-34.59717942,-58.37202621,1.0,1,17,2020-09-30
-34.62207347,-58.42779702,1.0,1,0,2020-10-05
-34.70524971,-58.46244952,1.0,1,3,2020-10-19
-34.60776782,-58.48440160,1.0,1,21,2020-10-27
-34.65174801,-58.46668375,1.0,1,14,2020-10-27
-34.59322448,-58.44958780,1.0,1,20,2020-10-29
-34.59276462,-58.37533517,1.0,1,20,2020-10-30
-34.57866344,-58.42525456,1.0,0,22,2020-11-01
-34.62981124,-58.48493828,1.0,1,0,2020-11-05
-34.60183884,-58.40480504,1.0,1,6,2020-11-07
-34.65417740,-58.41125934,1.0,1,3,2020-11-09
-34.62977080,-58.39956546,1.0,1,9,2020-11-19
-34.57868970,-58.49005682,1.0,1,12,2020-11-19
-34.69843756,-58.47064556,1.0,0,13,2020-11-21
-34.61945902,-58.47501560,1.0,1,7,2020-11-23
-34.63652467,-58.48727942,1.0,1,16,2020-11-24
-34.62794241,-58.37951690,1.0,0,6,2020-12-01
-34.65672199,-58.47750832,1.0,0,20,2020-12-03
-34.54048625,-58.44927253,1.0,1,14,2020-12-03
-34.61253541,-58.39246272,1.0,1,17,2020-12-04
-34.61047001,-58.52783814,2.0,1,7,2020-12-05
-34.61047001,-58.52783814,2.0,1,7,2020-12-05
-34.54836855,-58.49332664,1.0,1,16,2020-12-05
-34.63593897,-58.50178784,1.0,1,4,2020-12-07
-34.65476216,-58.41657793,1.0,1,22,2020-12-11
-34.58307887,-58.39731474,1.0,1,20,2020-12-12
-34.61790839,-58.38746381,1.0,1,5,2020-12-15
-34.59176378,-58.39189441,1.0,0,15,2020-12-17
-34.63551751,-58.46749188,1.0,1,23,2020-12-17
-34.62113271,-58.40280471,1.0,1,3,2020-12-19
-34.68475866,-58.44451316,1.0,1,7,2020-12-20
-34.62742408,-58.47110424,1.0,1,21,2020-12-20
-34.60373898,-58.38220928,1.0,1,14,2020-12-23
-34.61565025,-58.49794468,1.0,0,12,2020-12-24
-34.60111373,-58.47220945,2.0,0,6,2020-12-25
-34.60111373,-58.47220945,2.0,0,6,2020-12-25
-34.63217813,-58.43706741,1.0,1,5,2020-12-25
-34.54836855,-58.49332664,1.0,1,4,2020-12-27
-34.62622851,-58.37960727,1.0,1,18,2021-01-06
-34.64972472,-58.51061062,1.0,0,10,2021-01-07
-34.62941648,-58.43052224,1.0,1,7,2021-01-10
-34.63866836,-58.41455544,1.0,0,9,2021-01-11
-34.64730145,-58.46774439,1.0,1,21,2021-01-11
-34.56726817,-58.40786274,1.0,0,21,2021-01-12
-34.58622275,-58.48744301,1.0,1,10,2021-01-18
-34.65476216,-58.41657793,1.0,1,23,2021-01-22
-34.61134937,-58.45351111,1.0,1,5,2021-01-23
-34.54979510,-58.50073810,1.0,1,8,2021-01-23
-34.59564871,-58.39144148,1.0,1,1,2021-01-27
-34.68385968,-58.48191128,1.0,1,20,2021-01-29
-34.63652467,-58.48727942,1.0,1,6,2021-01-31
-34.59779521,-58.48328708,1.0,1,0,2021-02-02
-34.59724990,-58.49018543,1.0,1,3,2021-02-06
-34.68482689,-58.47230127,1.0,1,5,2021-02-14
-34.63168269,-58.38262614,1.0,1,4,2021-02-17
-34.60793518,-58.41047268,1.0,1,19,2021-02-20
-34.56353635,-58.49659234,1.0,1,1,2021-02-21
-34.60727189,-58.42462955,1.0,0,15,2021-02-21
-34.61185625,-58.41168345,1.0,1,5,2021-02-26
-34.55217303,-58.45157681,1.0,1,12,2021-02-28
.,.,1.0,1,9,2021-03-01
-34.67006054,-58.49573651,1.0,1,16,2021-03-03
-34.68795245,-58.48695354,1.0,1,3,2021-03-11
-34.64449357,-58.37562539,1.0,1,2,2021-03-15
-34.54795581,-58.49491054,1.0,0,15,2021-03-16
-34.64357704,-58.44147621,1.0,1,17,2021-03-29
-34.63215432,-58.46899119,1.0,1,18,2021-03-31
-34.63455776,-58.38685612,1.0,1,18,2021-04-03
-34.61765323,-58.38113667,1.0,0,10,2021-04-07
-34.54538956,-58.44112678,1.0,1,19,2021-04-10
-34.62743346,-58.41595919,1.0,1,17,2021-04-14
-34.64546845,-58.40184094,1.0,0,14,2021-04-19
-34.65679806,-58.44642231,1.0,1,9,2021-05-03
-34.59798754,-58.52340614,1.0,1,6,2021-05-09
-34.56219075,-58.46649069,1.0,0,7,2021-05-11
-34.57816791,-58.42653328,1.0,0,11,2021-05-14
-34.65303372,-58.50407099,1.0,1,12,2021-05-15
-34.53476874,-58.46743471,1.0,1,5,2021-05-20
-34.57728060,-58.40986646,1.0,1,8,2021-05-20
-34.63931792,-58.51739138,1.0,1,5,2021-05-21
-34.65556223,-58.50719962,1.0,1,18,2021-05-22
-34.64600222,-58.46712311,1.0,1,2,2021-05-25
-34.64035082,-58.37709334,1.0,1,17,2021-05-26
-34.58569883,-58.46033141,1.0,1,2,2021-05-31
-34.65633192,-58.42190745,1.0,1,16,2021-06-02
-34.56981410,-58.49026573,1.0,1,9,2021-06-03
-34.66902702,-58.45410344,1.0,1,20,2021-06-03
-34.55719892,-58.44751621,1.0,1,13,2021-06-10
-34.66005171,-58.42040352,1.0,1,19,2021-06-15
-34.68010798,-58.49530249,1.0,0,5,2021-06-20
-34.59477360,-58.44399875,1.0,1,12,2021-06-20
-34.65463857,-58.42759813,1.0,1,14,2021-06-22
-34.60456293,-58.40547222,1.0,1,12,2021-06-29
-34.65008280,-58.42473018,1.0,1,23,2021-07-09
-34.57563957,-58.39257023,1.0,1,23,2021-07-10
-34.54596153,-58.48941042,1.0,1,0,2021-07-21
-34.62783085,-58.39640740,1.0,0,1,2021-07-22
-34.61112240,-58.41971993,1.0,0,12,2021-07-22
-34.65012801,-58.40544588,1.0,0,9,2021-07-24
-34.64645957,-58.42003882,1.0,1,7,2021-07-27
-34.63348678,-58.46851293,1.0,0,4,2021-08-02
-34.65422917,-58.52931141,1.0,1,20,2021-08-02
-34.62699730,-58.42675754,1.0,0,8,2021-08-06
-34.61098186,-58.52933723,1.0,1,20,2021-08-06
-34.62764718,-58.37910943,1.0,1,9,2021-08-08
-34.61164474,-58.52161176,1.0,1,6,2021-08-15
-34.58697680,-58.41354692,1.0,1,17,2021-08-20
-34.65470804,-58.43960781,1.0,1,8,2021-08-28
-34.60003693,-58.40454610,1.0,1,16,2021-08-31
-34.59871111,-58.39303911,1.0,0,19,2021-09-01
-34.58405348,-58.39391034,1.0,0,12,2021-09-18
-34.54979510,-58.50073810,1.0,1,15,2021-09-20
-34.62786038,-58.38281301,1.0,1,14,2021-09-21
-34.65094083,-58.43980799,1.0,1,6,2021-10-16
-34.62933109,-58.44402387,1.0,0,7,2021-10-18
-34.62207347,-58.42779702,1.0,1,6,2021-10-23
-34.60097942,-58.40944147,1.0,1,3,2021-10-25
-34.59430160,-58.38277479,1.0,1,16,2021-10-28
-34.63800916,-58.37627355,1.0,1,13,2021-11-02
-34.62453459,-58.39591856,1.0,1,4,2021-11-06
-34.56015762,-58.45829717,1.0,1,0,2021-11-09
-34.64584795,-58.49142611,1.0,1,3,2021-11-11
-34.58679619,-58.37976155,1.0,1,6,2021-11-18
-34.57786555,-58.51271409,1.0,1,18,2021-11-20
-34.62352826,-58.44864864,1.0,1,10,2021-11-25
-34.59167894,-58.37795815,1.0,0,11,2021-11-27
-34.55555257,-58.45531707,1.0,1,15,2021-12-01
-34.62140594,-58.47633683,1.0,1,1,2021-12-02
-34.60256036,-58.38188582,1.0,1,11,2021-12-10
-34.62284918,-58.51989389,1.0,1,23,2021-12-11
-34.61011987,-58.40596860,1.0,0,6,2021-12-12
-34.64561636,-58.43353773,1.0,0,17,2021-12-13
-34.65117757,-58.46739825,1.0,0,1,2021-12-20
-34.61984745,-58.47293407,1.0,1,0,2021-12-30
-34.65021673,-58.47066794,1.0,1,10,2021-12-15
